    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         2.182592e+02         2.182592e+02         0.000000e+00
           2         2.277765e+02         2.230178e+02         3.364885e+00
           3         2.273168e+02         2.244508e+02         2.530058e+00
           4         2.197767e+02         2.232823e+02         2.150532e+00
           5         2.262862e+02         2.238831e+02         1.802390e+00
           6         2.217133e+02         2.235214e+02         1.537841e+00
           7         2.230415e+02         2.234529e+02         1.319677e+00
           8         2.234567e+02         2.234534e+02         1.154717e+00
           9         2.196635e+02         2.230323e+02         1.100521e+00
          10         2.283962e+02         2.235687e+02         1.113541e+00
          11         2.339352e+02         2.245111e+02         1.353576e+00
          12         2.196280e+02         2.241041e+02         1.300507e+00
          13         2.120212e+02         2.231747e+02         1.496183e+00
          14         2.185875e+02         2.228470e+02         1.424739e+00
          15         2.179918e+02         2.225233e+02         1.366029e+00
          16         2.262560e+02         2.227566e+02         1.300420e+00
          17         2.249633e+02         2.228864e+02         1.230386e+00
          18         2.239442e+02         2.229452e+02         1.163434e+00
          19         2.124895e+02         2.223949e+02         1.225454e+00
          20         2.232335e+02         2.224368e+02         1.164899e+00
