    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         1.837974e+02         1.837974e+02         0.000000e+00
           2         1.792148e+02         1.815061e+02         1.620199e+00
           3         1.789217e+02         1.806446e+02         1.288965e+00
           4         1.780051e+02         1.799847e+02         1.123005e+00
           5         1.821226e+02         1.804123e+02         9.764157e-01
           6         1.726054e+02         1.791112e+02         1.439760e+00
           7         1.762828e+02         1.787071e+02         1.289531e+00
           8         1.819557e+02         1.791132e+02         1.190561e+00
           9         1.796131e+02         1.791687e+02         1.059571e+00
          10         1.762537e+02         1.788772e+02         9.929030e-01
          11         1.751686e+02         1.785401e+02         9.581706e-01
          12         1.753669e+02         1.782756e+02         9.140827e-01
          13         1.800828e+02         1.784147e+02         8.542733e-01
          14         1.723382e+02         1.779806e+02         8.967620e-01
          15         1.757620e+02         1.778327e+02         8.490879e-01
          16         1.834452e+02         1.781835e+02         8.654511e-01
          17         1.796494e+02         1.782697e+02         8.188267e-01
          18         1.793155e+02         1.783278e+02         7.753949e-01
          19         1.753195e+02         1.781695e+02         7.505756e-01
          20         1.774305e+02         1.781325e+02         7.139558e-01
