    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         1.267372e+02         1.267372e+02         0.000000e+00
           2         1.309255e+02         1.288313e+02         1.480776e+00
           3         1.289260e+02         1.288629e+02         9.875201e-01
           4         1.261213e+02         1.281775e+02         9.491397e-01
           5         1.240684e+02         1.273557e+02         1.056818e+00
           6         1.241301e+02         1.268181e+02         1.008185e+00
           7         1.240496e+02         1.264226e+02         9.385328e-01
           8         1.181172e+02         1.253844e+02         1.271800e+00
           9         1.222677e+02         1.250381e+02         1.176691e+00
          10         1.265611e+02         1.251904e+02         1.068832e+00
          11         1.236540e+02         1.250507e+02         9.807496e-01
          12         1.262601e+02         1.251515e+02         9.041839e-01
          13         1.293869e+02         1.254773e+02         8.913980e-01
          14         1.173571e+02         1.248973e+02         9.987606e-01
          15         1.234627e+02         1.248017e+02         9.367448e-01
          16         1.238024e+02         1.247392e+02         8.802777e-01
          17         1.273341e+02         1.248919e+02         8.416270e-01
          18         1.264464e+02         1.249782e+02         7.992887e-01
          19         1.212768e+02         1.247834e+02         7.806007e-01
          20         1.301529e+02         1.250519e+02         7.863859e-01
