    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         7.776358e+01         7.776358e+01         0.000000e+00
           2         7.801179e+01         7.788768e+01         8.775567e-02
           3         7.731074e+01         7.769537e+01         1.675697e-01
           4         7.708063e+01         7.754168e+01         1.830544e-01
           5         7.513305e+01         7.705996e+01         4.550757e-01
           6         7.488495e+01         7.669746e+01         5.033105e-01
           7         7.693863e+01         7.673191e+01         4.325866e-01
           8         7.454284e+01         7.645828e+01         4.569335e-01
           9         7.556274e+01         7.635877e+01         4.168566e-01
          10         7.736200e+01         7.645909e+01         3.870548e-01
          11         7.725505e+01         7.653145e+01         3.585681e-01
          12         7.606442e+01         7.649254e+01         3.307928e-01
          13         7.525979e+01         7.639771e+01         3.186492e-01
          14         7.648400e+01         7.640387e+01         2.959482e-01
          15         7.413389e+01         7.625254e+01         3.125238e-01
          16         7.767705e+01         7.634157e+01         3.054096e-01
          17         7.522537e+01         7.627591e+01         2.944177e-01
          18         7.577484e+01         7.624808e+01         2.793740e-01
          19         7.742568e+01         7.631006e+01         2.714582e-01
          20         7.653084e+01         7.632109e+01         2.581096e-01
