    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         6.927010e+01         6.927010e+01         0.000000e+00
           2         6.971390e+01         6.949200e+01         1.569070e-01
           3         6.779160e+01         6.892520e+01         4.744649e-01
           4         7.082250e+01         6.939952e+01         5.434763e-01
           5         6.739740e+01         6.899910e+01         5.632998e-01
           6         6.855630e+01         6.892530e+01         4.742263e-01
           7         6.953900e+01         6.901297e+01         4.145045e-01
           8         6.935960e+01         6.905630e+01         3.649490e-01
           9         6.878110e+01         6.902572e+01         3.256776e-01
          10         6.830660e+01         6.895381e+01         3.009445e-01
          11         6.912690e+01         6.896955e+01         2.739970e-01
          12         7.015890e+01         6.906866e+01         2.684922e-01
          13         7.085890e+01         6.920637e+01         2.809442e-01
          14         6.874130e+01         6.917315e+01         2.628334e-01
          15         6.846430e+01         6.912589e+01         2.495233e-01
          16         6.831750e+01         6.907537e+01         2.389886e-01
          17         6.855420e+01         6.904471e+01         2.268882e-01
          18         6.851270e+01         6.901516e+01         2.161998e-01
          19         7.045200e+01         6.909078e+01         2.176454e-01
          20         7.002330e+01         6.913741e+01         2.116985e-01
