    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         1.349232e+02         1.349232e+02         0.000000e+00
           2         1.291001e+02         1.320117e+02         2.058765e+00
           3         1.332329e+02         1.324188e+02         1.412184e+00
           4         1.311396e+02         1.320990e+02         1.094748e+00
           5         1.305021e+02         1.317796e+02         9.212049e-01
           6         1.290296e+02         1.313213e+02         8.742861e-01
           7         1.294808e+02         1.310583e+02         7.879314e-01
           8         1.289001e+02         1.307886e+02         7.341725e-01
           9         1.251960e+02         1.301672e+02         8.769912e-01
          10         1.315088e+02         1.303013e+02         7.994884e-01
          11         1.252372e+02         1.298410e+02         8.490744e-01
          12         1.279076e+02         1.296798e+02         7.934567e-01
          13         1.285837e+02         1.295955e+02         7.368879e-01
          14         1.333576e+02         1.298642e+02         7.316109e-01
          15         1.257079e+02         1.295872e+02         7.334354e-01
          16         1.247789e+02         1.292866e+02         7.466272e-01
          17         1.336196e+02         1.295415e+02         7.449435e-01
          18         1.308167e+02         1.296124e+02         7.069181e-01
          19         1.320647e+02         1.297414e+02         6.813926e-01
          20         1.329909e+02         1.299039e+02         6.664123e-01
