    # BLOCK:          ACTUAL_M:          M_AVE:              ERROR:
           1         6.210000e-01         6.210000e-01         0.000000e+00
           2         1.997400e+00         1.309200e+00         4.866309e-01
           3        -3.897000e-01         7.429000e-01         5.648414e-01
           4         6.406000e-01         7.173250e-01         4.242097e-01
           5         1.211600e+00         8.161800e-01         3.506969e-01
           6        -1.844200e+00         3.727833e-01         4.992418e-01
           7         2.938000e-01         3.615000e-01         4.280490e-01
           8        -6.130000e-01         2.396875e-01         3.914919e-01
           9         7.071000e-01         2.916222e-01         3.514207e-01
          10         1.369000e-01         2.761500e-01         3.166190e-01
          11         2.393000e-01         2.728000e-01         2.878532e-01
          12         1.033600e+00         3.362000e-01         2.707574e-01
          13         1.567000e-01         3.223923e-01         2.502817e-01
          14        -4.191000e-01         2.694286e-01         2.379425e-01
          15        -3.377000e-01         2.289533e-01         2.254959e-01
          16         3.520000e-01         2.366438e-01         2.115335e-01
          17         1.755800e+00         3.260059e-01         2.171470e-01
          18         1.667000e-01         3.171556e-01         2.052636e-01
          19         3.113000e+00         4.643053e-01         2.415123e-01
          20        -2.418000e-01         4.290000e-01         2.320028e-01
