    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -7.668783e-01        -7.668783e-01         0.000000e+00
           2        -7.677059e-01        -7.672921e-01         2.926149e-04
           3        -7.675318e-01        -7.673720e-01         2.056927e-04
           4        -7.643601e-01        -7.666190e-01         6.700882e-04
           5        -7.657880e-01        -7.664528e-01         5.563028e-04
           6        -7.679887e-01        -7.667088e-01         5.191519e-04
           7        -7.692227e-01        -7.670679e-01         5.554860e-04
           8        -7.673634e-01        -7.671049e-01         4.872762e-04
           9        -7.718576e-01        -7.676329e-01         6.599144e-04
          10        -7.671194e-01        -7.675816e-01         5.959180e-04
          11        -7.671306e-01        -7.675406e-01         5.431521e-04
          12        -7.642340e-01        -7.672650e-01         5.634641e-04
          13        -7.672049e-01        -7.672604e-01         5.201397e-04
          14        -7.686032e-01        -7.673563e-01         4.917501e-04
          15        -7.656351e-01        -7.672416e-01         4.721646e-04
          16        -7.692092e-01        -7.673645e-01         4.583889e-04
          17        -7.693912e-01        -7.674838e-01         4.466577e-04
          18        -7.693262e-01        -7.675861e-01         4.334126e-04
          19        -7.654868e-01        -7.674756e-01         4.244520e-04
          20        -7.699249e-01        -7.675981e-01         4.205255e-04
