    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -8.133020e-01        -8.133020e-01         0.000000e+00
           2        -8.090300e-01        -8.111660e-01         1.510366e-03
           3        -8.131098e-01        -8.118139e-01         1.137438e-03
           4        -8.097723e-01        -8.113035e-01         9.607946e-04
           5        -8.132521e-01        -8.116932e-01         8.439786e-04
           6        -8.130932e-01        -8.119266e-01         7.348609e-04
           7        -8.140266e-01        -8.122266e-01         6.884025e-04
           8        -8.129611e-01        -8.123184e-01         6.084446e-04
           9        -8.184275e-01        -8.129972e-01         8.378964e-04
          10        -8.145386e-01        -8.131513e-01         7.681547e-04
          11        -8.151028e-01        -8.133287e-01         7.185166e-04
          12        -8.109297e-01        -8.131288e-01         6.858889e-04
          13        -8.109136e-01        -8.129584e-01         6.539537e-04
          14        -8.148352e-01        -8.130925e-01         6.208309e-04
          15        -8.096468e-01        -8.128628e-01         6.204868e-04
          16        -8.140963e-01        -8.129399e-01         5.864767e-04
          17        -8.134543e-01        -8.129701e-01         5.527583e-04
          18        -8.113922e-01        -8.128825e-01         5.289550e-04
          19        -8.145567e-01        -8.129706e-01         5.084019e-04
          20        -8.165543e-01        -8.131498e-01         5.135888e-04
