    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -6.471374e-01        -6.471374e-01         0.000000e+00
           2        -6.505119e-01        -6.488246e-01         1.193087e-03
           3        -6.500283e-01        -6.492259e-01         8.602147e-04
           4        -6.476944e-01        -6.488430e-01         7.253818e-04
           5        -6.468178e-01        -6.484380e-01         6.841045e-04
           6        -6.491828e-01        -6.485621e-01         5.812417e-04
           7        -6.509428e-01        -6.489022e-01         5.893654e-04
           8        -6.509502e-01        -6.491582e-01         5.685822e-04
           9        -6.482183e-01        -6.490538e-01         5.149081e-04
          10        -6.467160e-01        -6.488200e-01         5.137540e-04
          11        -6.516361e-01        -6.490760e-01         5.269890e-04
          12        -6.500566e-01        -6.491577e-01         4.893686e-04
          13        -6.490704e-01        -6.491510e-01         4.517710e-04
          14        -6.504611e-01        -6.492446e-01         4.290839e-04
          15        -6.471622e-01        -6.491057e-01         4.223398e-04
          16        -6.493814e-01        -6.491230e-01         3.962948e-04
          17        -6.484956e-01        -6.490861e-01         3.746980e-04
          18        -6.515293e-01        -6.492218e-01         3.776669e-04
          19        -6.481304e-01        -6.491644e-01         3.621314e-04
          20        -6.488795e-01        -6.491501e-01         3.443049e-04
