    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -5.532841e-01        -5.532841e-01         0.000000e+00
           2        -5.567020e-01        -5.549931e-01         1.208403e-03
           3        -5.559081e-01        -5.552981e-01         8.432197e-04
           4        -5.556449e-01        -5.553848e-01         6.368574e-04
           5        -5.538826e-01        -5.550844e-01         5.760090e-04
           6        -5.555068e-01        -5.551548e-01         4.842923e-04
           7        -5.565716e-01        -5.553572e-01         4.554465e-04
           8        -5.569421e-01        -5.555553e-01         4.394987e-04
           9        -5.549115e-01        -5.554838e-01         3.964438e-04
          10        -5.542620e-01        -5.553616e-01         3.751535e-04
          11        -5.578657e-01        -5.555892e-01         4.042607e-04
          12        -5.557747e-01        -5.556047e-01         3.708677e-04
          13        -5.562959e-01        -5.556579e-01         3.461300e-04
          14        -5.564154e-01        -5.557120e-01         3.256084e-04
          15        -5.532778e-01        -5.555497e-01         3.419581e-04
          16        -5.571132e-01        -5.556474e-01         3.342572e-04
          17        -5.574884e-01        -5.557557e-01         3.316732e-04
          18        -5.570006e-01        -5.558249e-01         3.203765e-04
          19        -5.555936e-01        -5.558127e-01         3.037457e-04
          20        -5.576219e-01        -5.559032e-01         3.017285e-04
