    # BLOCK:          ACTUAL_M:          M_AVE:              ERROR:
           1        -3.028000e-01        -3.028000e-01         0.000000e+00
           2        -2.384000e-01        -2.706000e-01         2.276884e-02
           3         3.268000e-01        -7.146667e-02         1.632987e-01
           4         3.702000e-01         3.895000e-02         1.553826e-01
           5         2.130000e-02         3.542000e-02         1.243462e-01
           6        -1.012000e-01         1.265000e-02         1.056861e-01
           7        -1.399000e-01        -9.142857e-03         9.280775e-02
           8         3.283000e-01         3.303750e-02         9.028470e-02
           9         2.636000e-01         5.865556e-02         8.380882e-02
          10        -1.429000e-01         3.850000e-02         7.781385e-02
          11         4.319000e-01         7.426364e-02         7.852955e-02
          12         2.210000e-02         6.991667e-02         7.210563e-02
          13         1.254000e-01         7.418462e-02         6.668524e-02
          14         9.200000e-03         6.954286e-02         6.208334e-02
          15        -4.502000e-01         3.489333e-02         6.691868e-02
          16        -3.644000e-01         9.937500e-03         6.722877e-02
          17        -6.205000e-01        -2.714706e-02         7.278725e-02
          18         2.060000e-01        -1.419444e-02         6.988648e-02
          19         4.406000e-01         9.742105e-03         7.018785e-02
          20        -7.590000e-02         5.460000e-03         6.680895e-02
