    # BLOCK:          ACTUAL_PE:              PE_AVE:              ERROR:
           1        -4.261199e-01        -4.261199e-01         0.000000e+00
           2        -3.867192e-01        -4.064195e-01         1.393026e-02
           3        -3.905502e-01        -4.011297e-01         1.024206e-02
           4        -4.322288e-01        -4.089045e-01         1.021477e-02
           5        -3.894279e-01        -4.050092e-01         8.883543e-03
           6        -3.811917e-01        -4.010396e-01         8.242267e-03
           7        -3.946873e-01        -4.001321e-01         7.114582e-03
           8        -3.666096e-01        -3.959418e-01         7.356475e-03
           9        -3.746032e-01        -3.935709e-01         6.910611e-03
          10        -4.570436e-01        -3.999181e-01         8.656896e-03
          11        -4.198499e-01        -4.017301e-01         8.057308e-03
          12        -3.842087e-01        -4.002700e-01         7.517001e-03
          13        -3.371640e-01        -3.954157e-01         8.360513e-03
          14        -3.986561e-01        -3.956471e-01         7.766537e-03
          15        -4.177874e-01        -3.971232e-01         7.387693e-03
          16        -3.767503e-01        -3.958499e-01         7.034836e-03
          17        -4.208045e-01        -3.973178e-01         6.772442e-03
          18        -4.276645e-01        -3.990037e-01         6.602708e-03
          19        -4.051563e-01        -3.993275e-01         6.263133e-03
          20        -4.521682e-01        -4.019696e-01         6.483329e-03
          21        -4.724727e-01        -4.053269e-01         6.990018e-03
          22        -4.465039e-01        -4.071985e-01         6.918339e-03
          23        -3.607960e-01        -4.051810e-01         6.905447e-03
          24        -4.089411e-01        -4.053377e-01         6.619497e-03
          25        -4.308187e-01        -4.063569e-01         6.432707e-03
          26        -4.115513e-01        -4.065567e-01         6.188397e-03
          27        -4.168269e-01        -4.069371e-01         5.970875e-03
          28        -3.698145e-01        -4.056113e-01         5.902990e-03
          29        -3.724771e-01        -4.044687e-01         5.808961e-03
          30        -3.921184e-01        -4.040571e-01         5.629897e-03
          31        -4.166216e-01        -4.044624e-01         5.462858e-03
          32        -3.924774e-01        -4.040878e-01         5.304967e-03
          33        -4.327337e-01        -4.049559e-01         5.214747e-03
          34        -3.942783e-01        -4.046418e-01         5.070820e-03
          35        -4.271956e-01        -4.052862e-01         4.966715e-03
          36        -4.514076e-01        -4.065674e-01         4.991250e-03
          37        -4.161113e-01        -4.068253e-01         4.863012e-03
          38        -4.303998e-01        -4.074457e-01         4.774446e-03
          39        -4.257494e-01        -4.079150e-01         4.675034e-03
          40        -4.333220e-01        -4.085502e-01         4.601105e-03
          41        -4.129132e-01        -4.086566e-01         4.490114e-03
          42        -4.241712e-01        -4.090260e-01         4.398375e-03
          43        -4.154413e-01        -4.091752e-01         4.298616e-03
          44        -4.156617e-01        -4.093226e-01         4.203448e-03
          45        -3.895657e-01        -4.088836e-01         4.132903e-03
          46        -3.937536e-01        -4.085547e-01         4.056124e-03
          47        -4.168984e-01        -4.087322e-01         3.973707e-03
          48        -4.954446e-01        -4.105387e-01         4.281910e-03
          49        -4.548769e-01        -4.114436e-01         4.289067e-03
          50        -4.623667e-01        -4.124620e-01         4.322514e-03
          51        -4.908912e-01        -4.139999e-01         4.503015e-03
          52        -4.372647e-01        -4.144473e-01         4.438589e-03
          53        -4.012526e-01        -4.141983e-01         4.361818e-03
          54        -4.365841e-01        -4.146129e-01         4.300698e-03
          55        -4.240355e-01        -4.147842e-01         4.225915e-03
          56        -4.067365e-01        -4.146405e-01         4.152895e-03
          57        -4.480515e-01        -4.152266e-01         4.121196e-03
          58        -3.920967e-01        -4.148278e-01         4.069390e-03
          59        -4.324106e-01        -4.151258e-01         4.011314e-03
          60        -3.693367e-01        -4.143627e-01         4.016398e-03
          61        -4.196319e-01        -4.144491e-01         3.951484e-03
          62        -3.421158e-01        -4.132824e-01         4.056324e-03
          63        -4.002114e-01        -4.130749e-01         3.997240e-03
          64        -3.954292e-01        -4.127992e-01         3.944281e-03
          65        -3.959877e-01        -4.125406e-01         3.892070e-03
          66        -3.788563e-01        -4.120302e-01         3.866417e-03
          67        -3.655109e-01        -4.113359e-01         3.870549e-03
          68        -3.615146e-01        -4.106032e-01         3.882353e-03
          69        -4.164102e-01        -4.106874e-01         3.827000e-03
          70        -4.049056e-01        -4.106048e-01         3.773219e-03
