    # BLOCK:          ACTUAL_PE:              PE_AVE:              ERROR:
          71        -4.688209e-01        -4.114247e-01         3.808123e-03
          72        -4.061078e-01        -4.113509e-01         3.755948e-03
          73        -4.131203e-01        -4.113751e-01         3.704575e-03
          74        -4.247931e-01        -4.115565e-01         3.658948e-03
          75        -4.168016e-01        -4.116264e-01         3.610831e-03
          76        -4.320652e-01        -4.118953e-01         3.573321e-03
          77        -3.533440e-01        -4.111349e-01         3.606914e-03
          78        -3.646196e-01        -4.105386e-01         3.609634e-03
          79        -3.478140e-01        -4.097446e-01         3.650221e-03
          80        -3.638174e-01        -4.091705e-01         3.649459e-03
          81        -3.916977e-01        -4.089548e-01         3.610773e-03
          82        -3.572743e-01        -4.083245e-01         3.621326e-03
          83        -3.983581e-01        -4.082045e-01         3.579685e-03
          84        -3.880111e-01        -4.079641e-01         3.545133e-03
          85        -3.790065e-01        -4.076234e-01         3.519757e-03
          86        -3.578130e-01        -4.070442e-01         3.526161e-03
          87        -3.719748e-01        -4.066411e-01         3.508595e-03
          88        -4.395911e-01        -4.070155e-01         3.488647e-03
          89        -4.398108e-01        -4.073840e-01         3.468855e-03
          90        -4.024475e-01        -4.073292e-01         3.430745e-03
          91        -3.998047e-01        -4.072465e-01         3.394041e-03
          92        -3.452136e-01        -4.065722e-01         3.423471e-03
          93        -3.807599e-01        -4.062947e-01         3.397891e-03
          94        -4.933098e-01        -4.072203e-01         3.485558e-03
          95        -4.098716e-01        -4.072483e-01         3.448979e-03
          96        -4.106035e-01        -4.072832e-01         3.413229e-03
          97        -4.256397e-01        -4.074724e-01         3.383284e-03
          98        -4.240815e-01        -4.076419e-01         3.353003e-03
          99        -4.853051e-01        -4.084264e-01         3.409668e-03
         100        -5.317056e-01        -4.096592e-01         3.591526e-03
         101        -4.800170e-01        -4.103558e-01         3.622894e-03
         102        -4.525060e-01        -4.107690e-01         3.610866e-03
         103        -4.344338e-01        -4.109988e-01         3.583111e-03
         104        -4.446672e-01        -4.113225e-01         3.563253e-03
         105        -4.430040e-01        -4.116243e-01         3.542069e-03
         106        -4.363479e-01        -4.118575e-01         3.516324e-03
         107        -4.984455e-01        -4.126667e-01         3.575366e-03
         108        -5.001389e-01        -4.134767e-01         3.632839e-03
         109        -4.459264e-01        -4.137744e-01         3.611688e-03
         110        -4.826948e-01        -4.144009e-01         3.632794e-03
         111        -4.297031e-01        -4.145388e-01         3.602681e-03
         112        -4.303171e-01        -4.146797e-01         3.573268e-03
         113        -4.380801e-01        -4.148867e-01         3.547641e-03
         114        -5.087279e-01        -4.157099e-01         3.610760e-03
         115        -4.785133e-01        -4.162560e-01         3.620426e-03
         116        -5.078418e-01        -4.170456e-01         3.674296e-03
         117        -4.684160e-01        -4.174846e-01         3.669032e-03
         118        -4.085640e-01        -4.174090e-01         3.638717e-03
         119        -3.975260e-01        -4.172419e-01         3.611973e-03
         120        -4.404452e-01        -4.174353e-01         3.587045e-03
         121        -4.013240e-01        -4.173021e-01         3.559871e-03
         122        -3.927823e-01        -4.171012e-01         3.536361e-03
         123        -3.196473e-01        -4.163089e-01         3.595271e-03
         124        -3.576242e-01        -4.158356e-01         3.597291e-03
         125        -3.944034e-01        -4.156641e-01         3.572596e-03
         126        -3.370243e-01        -4.150400e-01         3.598346e-03
         127        -3.923486e-01        -4.148613e-01         3.574446e-03
         128        -3.895245e-01        -4.146634e-01         3.551997e-03
         129        -3.946238e-01        -4.145080e-01         3.527858e-03
         130        -4.329875e-01        -4.146502e-01         3.503583e-03
         131        -4.092266e-01        -4.146088e-01         3.477083e-03
         132        -3.840186e-01        -4.143771e-01         3.458455e-03
         133        -3.435008e-01        -4.138441e-01         3.473266e-03
         134        -3.063831e-01        -4.130422e-01         3.538717e-03
         135        -3.545615e-01        -4.126090e-01         3.538919e-03
         136        -3.701399e-01        -4.122967e-01         3.526648e-03
         137        -3.925432e-01        -4.121525e-01         3.503853e-03
         138        -3.715454e-01        -4.118583e-01         3.490796e-03
         139        -3.396050e-01        -4.113385e-01         3.504171e-03
         140        -3.290770e-01        -4.107509e-01         3.528060e-03
         141        -4.474162e-01        -4.110109e-01         3.512608e-03
         142        -4.401007e-01        -4.112158e-01         3.493840e-03
         143        -4.201796e-01        -4.112785e-01         3.469970e-03
         144        -3.918635e-01        -4.111437e-01         3.448492e-03
         145        -4.187870e-01        -4.111964e-01         3.425112e-03
         146        -4.109840e-01        -4.111949e-01         3.401652e-03
         147        -3.641805e-01        -4.108751e-01         3.393514e-03
         148        -3.702960e-01        -4.106009e-01         3.381643e-03
         149        -3.739077e-01        -4.103546e-01         3.367902e-03
         150        -3.819138e-01        -4.101650e-01         3.350782e-03
         151        -4.607062e-01        -4.104997e-01         3.345267e-03
         152        -4.955886e-01        -4.110595e-01         3.369771e-03
         153        -4.583043e-01        -4.113683e-01         3.361865e-03
         154        -5.299217e-01        -4.121382e-01         3.427042e-03
         155        -4.839126e-01        -4.126012e-01         3.436074e-03
         156        -4.352662e-01        -4.127465e-01         3.417118e-03
         157        -4.458243e-01        -4.129572e-01         3.401842e-03
         158        -4.498437e-01        -4.131907e-01         3.388312e-03
         159        -4.097563e-01        -4.131691e-01         3.367071e-03
         160        -4.098053e-01        -4.131480e-01         3.346093e-03
         161        -3.999055e-01        -4.130658e-01         3.326320e-03
         162        -4.488137e-01        -4.132864e-01         3.313099e-03
         163        -4.719386e-01        -4.136463e-01         3.312255e-03
         164        -4.542575e-01        -4.138939e-01         3.301302e-03
         165        -4.244439e-01        -4.139578e-01         3.281914e-03
         166        -4.020885e-01        -4.138863e-01         3.262922e-03
         167        -4.465192e-01        -4.140817e-01         3.249229e-03
         168        -4.269544e-01        -4.141584e-01         3.230792e-03
         169        -4.150107e-01        -4.141634e-01         3.211679e-03
         170        -4.273569e-01        -4.142410e-01         3.193724e-03
         171        -4.263247e-01        -4.143117e-01         3.175829e-03
         172        -3.768565e-01        -4.140939e-01         3.164822e-03
         173        -3.365621e-01        -4.136458e-01         3.178101e-03
         174        -3.761658e-01        -4.134304e-01         3.167127e-03
         175        -3.960644e-01        -4.133311e-01         3.150584e-03
         176        -4.045067e-01        -4.132810e-01         3.133082e-03
         177        -3.873947e-01        -4.131347e-01         3.118792e-03
         178        -3.541073e-01        -4.128031e-01         3.118851e-03
         179        -3.479415e-01        -4.124408e-01         3.122406e-03
         180        -3.956350e-01        -4.123474e-01         3.106455e-03
         181        -4.114060e-01        -4.123422e-01         3.089296e-03
         182        -4.103109e-01        -4.123310e-01         3.072342e-03
         183        -4.046758e-01        -4.122892e-01         3.055838e-03
         184        -3.585078e-01        -4.119969e-01         3.053177e-03
         185        -4.154307e-01        -4.120155e-01         3.036730e-03
         186        -4.608363e-01        -4.122780e-01         3.031726e-03
         187        -4.242597e-01        -4.123420e-01         3.016190e-03
         188        -4.334654e-01        -4.124544e-01         3.002239e-03
         189        -4.483195e-01        -4.126441e-01         2.992345e-03
         190        -4.055404e-01        -4.126068e-01         2.976830e-03
         191        -4.559073e-01        -4.128335e-01         2.969864e-03
         192        -4.474747e-01        -4.130139e-01         2.959871e-03
         193        -4.381071e-01        -4.131439e-01         2.947389e-03
         194        -4.295254e-01        -4.132283e-01         2.933406e-03
         195        -4.370965e-01        -4.133507e-01         2.920916e-03
         196        -4.846444e-01        -4.137145e-01         2.928574e-03
         197        -4.131155e-01        -4.137114e-01         2.913710e-03
         198        -3.431586e-01        -4.133551e-01         2.920701e-03
         199        -3.558990e-01        -4.130664e-01         2.920260e-03
         200        -3.950344e-01        -4.129762e-01         2.907050e-03
