    # BLOCK:          DISTANCE:          ACTUAL_GOFR:          AVE_GOFR:              ERROR:
           1         3.231652e-02         0.000000e+00         0.000000e+00         0.000000e+00
           1         9.694956e-02         0.000000e+00         0.000000e+00         0.000000e+00
           1         1.615826e-01         0.000000e+00         0.000000e+00         0.000000e+00
           1         2.262156e-01         0.000000e+00         0.000000e+00         0.000000e+00
           1         2.908487e-01         0.000000e+00         0.000000e+00         0.000000e+00
           1         3.554817e-01         0.000000e+00         0.000000e+00         0.000000e+00
           1         4.201148e-01         0.000000e+00         0.000000e+00         0.000000e+00
           1         4.847478e-01         0.000000e+00         0.000000e+00         0.000000e+00
           1         5.493808e-01         0.000000e+00         0.000000e+00         0.000000e+00
           1         6.140139e-01         0.000000e+00         0.000000e+00         0.000000e+00
           1         6.786469e-01         0.000000e+00         0.000000e+00         0.000000e+00
           1         7.432800e-01         0.000000e+00         0.000000e+00         0.000000e+00
           1         8.079130e-01         0.000000e+00         0.000000e+00         0.000000e+00
           1         8.725460e-01         0.000000e+00         0.000000e+00         0.000000e+00
           1         9.371791e-01         1.971423e-01         1.971423e-01         0.000000e+00
           1         1.001812e+00         1.291161e+00         1.291161e+00         0.000000e+00
           1         1.066445e+00         2.253934e+00         2.253934e+00         0.000000e+00
           1         1.131078e+00         2.378162e+00         2.378162e+00         0.000000e+00
           1         1.195711e+00         1.935703e+00         1.935703e+00         0.000000e+00
           1         1.260344e+00         1.708813e+00         1.708813e+00         0.000000e+00
           1         1.324977e+00         1.535496e+00         1.535496e+00         0.000000e+00
           1         1.389610e+00         1.328972e+00         1.328972e+00         0.000000e+00
           1         1.454243e+00         1.386771e+00         1.386771e+00         0.000000e+00
           1         1.518876e+00         1.202952e+00         1.202952e+00         0.000000e+00
           1         1.583509e+00         1.212385e+00         1.212385e+00         0.000000e+00
           1         1.648143e+00         1.113583e+00         1.113583e+00         0.000000e+00
           1         1.712776e+00         1.112659e+00         1.112659e+00         0.000000e+00
           1         1.777409e+00         1.006279e+00         1.006279e+00         0.000000e+00
           1         1.842042e+00         1.025624e+00         1.025624e+00         0.000000e+00
           1         1.906675e+00         8.405737e-01         8.405737e-01         0.000000e+00
           1         1.971308e+00         9.253356e-01         9.253356e-01         0.000000e+00
           1         2.035941e+00         1.151521e+00         1.151521e+00         0.000000e+00
           1         2.100574e+00         1.128399e+00         1.128399e+00         0.000000e+00
           1         2.165207e+00         1.041239e+00         1.041239e+00         0.000000e+00
           1         2.229840e+00         1.022245e+00         1.022245e+00         0.000000e+00
           1         2.294473e+00         9.401791e-01         9.401791e-01         0.000000e+00
           1         2.359106e+00         8.471526e-01         8.471526e-01         0.000000e+00
           1         2.423739e+00         9.145383e-01         9.145383e-01         0.000000e+00
           1         2.488372e+00         1.092937e+00         1.092937e+00         0.000000e+00
           1         2.553005e+00         1.041023e+00         1.041023e+00         0.000000e+00
           1         2.617638e+00         9.666427e-01         9.666427e-01         0.000000e+00
           1         2.682271e+00         1.111688e+00         1.111688e+00         0.000000e+00
           1         2.746904e+00         1.075255e+00         1.075255e+00         0.000000e+00
           1         2.811537e+00         1.049236e+00         1.049236e+00         0.000000e+00
           1         2.876170e+00         1.076082e+00         1.076082e+00         0.000000e+00
           1         2.940803e+00         1.049899e+00         1.049899e+00         0.000000e+00
           1         3.005436e+00         1.013334e+00         1.013334e+00         0.000000e+00
           1         3.070069e+00         9.710794e-01         9.710794e-01         0.000000e+00
           1         3.134702e+00         9.373957e-01         9.373957e-01         0.000000e+00
           1         3.199336e+00         1.016309e+00         1.016309e+00         0.000000e+00
           1         3.263969e+00         1.004250e+00         1.004250e+00         0.000000e+00
           1         3.328602e+00         1.003278e+00         1.003278e+00         0.000000e+00
           1         3.393235e+00         9.460362e-01         9.460362e-01         0.000000e+00
           1         3.457868e+00         1.026263e+00         1.026263e+00         0.000000e+00
           1         3.522501e+00         1.064522e+00         1.064522e+00         0.000000e+00
           1         3.587134e+00         1.041550e+00         1.041550e+00         0.000000e+00
           1         3.651767e+00         1.017404e+00         1.017404e+00         0.000000e+00
           1         3.716400e+00         9.722734e-01         9.722734e-01         0.000000e+00
           1         3.781033e+00         9.201845e-01         9.201845e-01         0.000000e+00
           1         3.845666e+00         9.543375e-01         9.543375e-01         0.000000e+00
           1         3.910299e+00         1.015668e+00         1.015668e+00         0.000000e+00
           1         3.974932e+00         9.910067e-01         9.910067e-01         0.000000e+00
           1         4.039565e+00         9.844112e-01         9.844112e-01         0.000000e+00
           1         4.104198e+00         1.015117e+00         1.015117e+00         0.000000e+00
           1         4.168831e+00         9.442715e-01         9.442715e-01         0.000000e+00
           1         4.233464e+00         9.603420e-01         9.603420e-01         0.000000e+00
           1         4.298097e+00         9.649846e-01         9.649846e-01         0.000000e+00
           1         4.362730e+00         9.534665e-01         9.534665e-01         0.000000e+00
           1         4.427363e+00         9.618204e-01         9.618204e-01         0.000000e+00
           1         4.491996e+00         9.369313e-01         9.369313e-01         0.000000e+00
           1         4.556629e+00         9.941690e-01         9.941690e-01         0.000000e+00
           1         4.621262e+00         9.469416e-01         9.469416e-01         0.000000e+00
           1         4.685895e+00         9.708799e-01         9.708799e-01         0.000000e+00
           1         4.750528e+00         9.324287e-01         9.324287e-01         0.000000e+00
           1         4.815162e+00         8.873927e-01         8.873927e-01         0.000000e+00
           1         4.879795e+00         9.393161e-01         9.393161e-01         0.000000e+00
           1         4.944428e+00         9.070591e-01         9.070591e-01         0.000000e+00
           1         5.009061e+00         8.888038e-01         8.888038e-01         0.000000e+00
           1         5.073694e+00         8.960217e-01         8.960217e-01         0.000000e+00
           1         5.138327e+00         9.689168e-01         9.689168e-01         0.000000e+00
           1         5.202960e+00         9.572031e-01         9.572031e-01         0.000000e+00
           1         5.267593e+00         9.916792e-01         9.916792e-01         0.000000e+00
           1         5.332226e+00         9.225703e-01         9.225703e-01         0.000000e+00
           1         5.396859e+00         9.600717e-01         9.600717e-01         0.000000e+00
           1         5.461492e+00         9.181855e-01         9.181855e-01         0.000000e+00
           1         5.526125e+00         9.961455e-01         9.961455e-01         0.000000e+00
           1         5.590758e+00         9.584437e-01         9.584437e-01         0.000000e+00
           1         5.655391e+00         9.759855e-01         9.759855e-01         0.000000e+00
           1         5.720024e+00         9.981309e-01         9.981309e-01         0.000000e+00
           1         5.784657e+00         1.020842e+00         1.020842e+00         0.000000e+00
           1         5.849290e+00         1.022343e+00         1.022343e+00         0.000000e+00
           1         5.913923e+00         9.826797e-01         9.826797e-01         0.000000e+00
           1         5.978556e+00         9.389934e-01         9.389934e-01         0.000000e+00
           1         6.043189e+00         9.217835e-01         9.217835e-01         0.000000e+00
           1         6.107822e+00         9.269968e-01         9.269968e-01         0.000000e+00
           1         6.172455e+00         9.386459e-01         9.386459e-01         0.000000e+00
           1         6.237088e+00         9.540461e-01         9.540461e-01         0.000000e+00
           1         6.301721e+00         9.638403e-01         9.638403e-01         0.000000e+00
           1         6.366355e+00         9.865059e-01         9.865059e-01         0.000000e+00
           1         6.430988e+00         9.695708e-01         9.695708e-01         0.000000e+00
           2         3.231652e-02         0.000000e+00         0.000000e+00         0.000000e+00
           2         9.694956e-02         0.000000e+00         0.000000e+00         0.000000e+00
           2         1.615826e-01         0.000000e+00         0.000000e+00         0.000000e+00
           2         2.262156e-01         0.000000e+00         0.000000e+00         0.000000e+00
           2         2.908487e-01         0.000000e+00         0.000000e+00         0.000000e+00
           2         3.554817e-01         0.000000e+00         0.000000e+00         0.000000e+00
           2         4.201148e-01         0.000000e+00         0.000000e+00         0.000000e+00
           2         4.847478e-01         0.000000e+00         0.000000e+00         0.000000e+00
           2         5.493808e-01         0.000000e+00         0.000000e+00         0.000000e+00
           2         6.140139e-01         0.000000e+00         0.000000e+00         0.000000e+00
           2         6.786469e-01         0.000000e+00         0.000000e+00         0.000000e+00
           2         7.432800e-01         0.000000e+00         0.000000e+00         0.000000e+00
           2         8.079130e-01         0.000000e+00         0.000000e+00         0.000000e+00
           2         8.725460e-01         0.000000e+00         0.000000e+00         0.000000e+00
           2         9.371791e-01         2.740108e-02         1.122717e-01         6.001258e-02
           2         1.001812e+00         9.443936e-01         1.117778e+00         1.226010e-01
           2         1.066445e+00         1.562347e+00         1.908140e+00         2.445127e-01
           2         1.131078e+00         1.819872e+00         2.099017e+00         1.973851e-01
           2         1.195711e+00         1.761420e+00         1.848561e+00         6.161827e-02
           2         1.260344e+00         1.512912e+00         1.610863e+00         6.926145e-02
           2         1.324977e+00         1.527948e+00         1.531722e+00         2.668682e-03
           2         1.389610e+00         1.265043e+00         1.297007e+00         2.260219e-02
           2         1.454243e+00         1.346539e+00         1.366655e+00         1.422421e-02
           2         1.518876e+00         1.025025e+00         1.113989e+00         6.290684e-02
           2         1.583509e+00         1.128038e+00         1.170211e+00         2.982132e-02
           2         1.648143e+00         1.167268e+00         1.140426e+00         1.898056e-02
           2         1.712776e+00         8.600028e-01         9.863307e-01         8.932730e-02
           2         1.777409e+00         1.141322e+00         1.073801e+00         4.774492e-02
           2         1.842042e+00         1.186167e+00         1.105896e+00         5.676077e-02
           2         1.906675e+00         1.079551e+00         9.600622e-01         8.449117e-02
           2         1.971308e+00         1.086789e+00         1.006063e+00         5.708256e-02
           2         2.035941e+00         1.199434e+00         1.175477e+00         1.693995e-02
           2         2.100574e+00         1.117825e+00         1.123112e+00         3.738600e-03
           2         2.165207e+00         1.007814e+00         1.024527e+00         1.181767e-02
           2         2.229840e+00         1.015562e+00         1.018904e+00         2.362725e-03
           2         2.294473e+00         9.838487e-01         9.620139e-01         1.543951e-02
           2         2.359106e+00         9.035630e-01         8.753578e-01         1.994409e-02
           2         2.423739e+00         9.343053e-01         9.244218e-01         6.988711e-03
           2         2.488372e+00         9.241831e-01         1.008560e+00         5.966362e-02
           2         2.553005e+00         8.835341e-01         9.622785e-01         5.568073e-02
           2         2.617638e+00         8.757024e-01         9.211725e-01         3.215226e-02
           2         2.682271e+00         1.011413e+00         1.061550e+00         3.545256e-02
           2         2.746904e+00         1.053442e+00         1.064348e+00         7.712152e-03
           2         2.811537e+00         9.307499e-01         9.899931e-01         4.189122e-02
           2         2.876170e+00         9.628304e-01         1.019456e+00         4.004062e-02
           2         2.940803e+00         9.104887e-01         9.801939e-01         4.928906e-02
           2         3.005436e+00         9.578174e-01         9.855757e-01         1.962811e-02
           2         3.070069e+00         1.048564e+00         1.009822e+00         2.739492e-02
           2         3.134702e+00         1.022820e+00         9.801080e-01         3.020210e-02
           2         3.199336e+00         9.391357e-01         9.777224e-01         2.728491e-02
           2         3.263969e+00         9.043058e-01         9.542780e-01         3.533572e-02
           2         3.328602e+00         1.016600e+00         1.009939e+00         4.709898e-03
           2         3.393235e+00         9.287826e-01         9.374094e-01         6.100086e-03
           2         3.457868e+00         8.875529e-01         9.569081e-01         4.904159e-02
           2         3.522501e+00         9.060733e-01         9.852976e-01         5.602008e-02
           2         3.587134e+00         9.368138e-01         9.891819e-01         3.702987e-02
           2         3.651767e+00         8.939180e-01         9.556610e-01         4.365894e-02
           2         3.716400e+00         8.482224e-01         9.102479e-01         4.385864e-02
           2         3.781033e+00         9.607931e-01         9.404888e-01         1.435731e-02
           2         3.845666e+00         9.265782e-01         9.404579e-01         9.814392e-03
           2         3.910299e+00         9.446612e-01         9.801644e-01         2.510460e-02
           2         3.974932e+00         9.648248e-01         9.779157e-01         9.256690e-03
           2         4.039565e+00         9.594114e-01         9.719113e-01         8.838759e-03
           2         4.104198e+00         1.012972e+00         1.014045e+00         7.584810e-04
           2         4.168831e+00         9.686479e-01         9.564597e-01         8.618352e-03
           2         4.233464e+00         8.669465e-01         9.136443e-01         3.302029e-02
           2         4.298097e+00         8.956820e-01         9.303333e-01         2.450218e-02
           2         4.362730e+00         9.339909e-01         9.437287e-01         6.885665e-03
           2         4.427363e+00         9.705099e-01         9.661651e-01         3.072211e-03
           2         4.491996e+00         9.064562e-01         9.216938e-01         1.077458e-02
           2         4.556629e+00         9.594034e-01         9.767862e-01         1.229148e-02
           2         4.621262e+00         9.806639e-01         9.638027e-01         1.192264e-02
           2         4.685895e+00         9.298919e-01         9.503859e-01         1.449146e-02
           2         4.750528e+00         1.022460e+00         9.774445e-01         3.183095e-02
           2         4.815162e+00         9.764852e-01         9.319389e-01         3.149894e-02
           2         4.879795e+00         9.699507e-01         9.546334e-01         1.083097e-02
           2         4.944428e+00         9.782264e-01         9.426428e-01         2.516145e-02
           2         5.009061e+00         9.661781e-01         9.274910e-01         2.735594e-02
           2         5.073694e+00         9.862902e-01         9.411559e-01         3.191475e-02
           2         5.138327e+00         9.471704e-01         9.580436e-01         7.688510e-03
           2         5.202960e+00         9.341934e-01         9.456982e-01         8.135125e-03
           2         5.267593e+00         9.617516e-01         9.767154e-01         1.058102e-02
           2         5.332226e+00         9.878848e-01         9.552275e-01         2.309214e-02
           2         5.396859e+00         9.785201e-01         9.692959e-01         6.522473e-03
           2         5.461492e+00         1.007220e+00         9.627025e-01         3.147829e-02
           2         5.526125e+00         1.017635e+00         1.006890e+00         7.597613e-03
           2         5.590758e+00         9.626692e-01         9.605565e-01         1.493970e-03
           2         5.655391e+00         9.176356e-01         9.468106e-01         2.062982e-02
           2         5.720024e+00         9.716096e-01         9.848703e-01         9.376720e-03
           2         5.784657e+00         1.021294e+00         1.021068e+00         1.596147e-04
           2         5.849290e+00         1.021183e+00         1.021763e+00         4.101221e-04
           2         5.913923e+00         1.001490e+00         9.920847e-01         6.650344e-03
           2         5.978556e+00         1.007569e+00         9.732814e-01         2.424528e-02
           2         6.043189e+00         1.031140e+00         9.764617e-01         3.866333e-02
           2         6.107822e+00         9.730491e-01         9.500229e-01         1.628195e-02
           2         6.172455e+00         1.076652e+00         1.007649e+00         4.879250e-02
           2         6.237088e+00         1.004437e+00         9.792417e-01         1.781600e-02
           2         6.301721e+00         1.037157e+00         1.000498e+00         2.592120e-02
           2         6.366355e+00         9.855592e-01         9.860326e-01         3.347052e-04
           2         6.430988e+00         9.598884e-01         9.647296e-01         3.423242e-03
           3         3.231652e-02         0.000000e+00         0.000000e+00         0.000000e+00
           3         9.694956e-02         0.000000e+00         0.000000e+00         0.000000e+00
           3         1.615826e-01         0.000000e+00         0.000000e+00         0.000000e+00
           3         2.262156e-01         0.000000e+00         0.000000e+00         0.000000e+00
           3         2.908487e-01         0.000000e+00         0.000000e+00         0.000000e+00
