    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -4.826830e-01        -4.826830e-01         0.000000e+00
           2        -4.852583e-01        -4.839706e-01         9.105273e-04
           3        -4.836202e-01        -4.838538e-01         6.144639e-04
           4        -4.836843e-01        -4.838115e-01         4.623071e-04
           5        -4.813445e-01        -4.833181e-01         5.757930e-04
           6        -4.830468e-01        -4.832728e-01         4.815997e-04
           7        -4.828619e-01        -4.832141e-01         4.163628e-04
           8        -4.817596e-01        -4.830323e-01         4.020623e-04
           9        -4.841090e-01        -4.831519e-01         3.747630e-04
          10        -4.846002e-01        -4.832968e-01         3.641969e-04
          11        -4.858810e-01        -4.835317e-01         3.997425e-04
          12        -4.847461e-01        -4.836329e-01         3.790238e-04
          13        -4.839422e-01        -4.836567e-01         3.506139e-04
          14        -4.841698e-01        -4.836933e-01         3.274804e-04
          15        -4.829010e-01        -4.836405e-01         3.098788e-04
          16        -4.847370e-01        -4.837091e-01         2.979934e-04
          17        -4.840287e-01        -4.837279e-01         2.810568e-04
          18        -4.834031e-01        -4.837098e-01         2.660211e-04
          19        -4.839734e-01        -4.837237e-01         2.523814e-04
          20        -4.821432e-01        -4.836447e-01         2.518298e-04
