    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -4.637004e-01        -4.637004e-01         0.000000e+00
           2        -4.640063e-01        -4.638534e-01         1.081308e-04
           3        -4.638858e-01        -4.638642e-01         7.262717e-05
           4        -4.647820e-01        -4.640936e-01         2.060345e-04
           5        -4.604861e-01        -4.633721e-01         6.660552e-04
           6        -4.642380e-01        -4.635164e-01         5.704645e-04
           7        -4.641466e-01        -4.636064e-01         4.960212e-04
           8        -4.637618e-01        -4.636259e-01         4.343983e-04
           9        -4.635099e-01        -4.636130e-01         3.863229e-04
          10        -4.629326e-01        -4.635449e-01         3.536318e-04
          11        -4.635618e-01        -4.635465e-01         3.214868e-04
          12        -4.638022e-01        -4.635678e-01         2.954017e-04
          13        -4.630630e-01        -4.635289e-01         2.752186e-04
          14        -4.643644e-01        -4.635886e-01         2.619493e-04
          15        -4.623952e-01        -4.635091e-01         2.562846e-04
          16        -4.643583e-01        -4.635621e-01         2.457014e-04
          17        -4.654278e-01        -4.636719e-01         2.545798e-04
          18        -4.615763e-01        -4.635555e-01         2.657268e-04
          19        -4.633286e-01        -4.635435e-01         2.520094e-04
          20        -4.610209e-01        -4.634174e-01         2.691280e-04
