    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -9.151585e-01        -9.151585e-01         0.000000e+00
           2        -9.132073e-01        -9.141829e-01         6.898675e-04
           3        -9.121288e-01        -9.134982e-01         7.239125e-04
           4        -9.158540e-01        -9.140872e-01         7.449304e-04
           5        -9.154923e-01        -9.143682e-01         6.467838e-04
           6        -9.129075e-01        -9.141247e-01         5.830042e-04
           7        -9.110264e-01        -9.136821e-01         6.462530e-04
           8        -9.096415e-01        -9.131770e-01         7.368657e-04
           9        -9.064017e-01        -9.124242e-01         9.658018e-04
          10        -9.089407e-01        -9.120759e-01         9.299246e-04
          11        -9.075937e-01        -9.116684e-01         9.303843e-04
          12        -9.070995e-01        -9.112877e-01         9.274926e-04
          13        -9.162192e-01        -9.116670e-01         9.304976e-04
          14        -9.175804e-01        -9.120894e-01         9.551027e-04
          15        -9.118117e-01        -9.120709e-01         8.916086e-04
          16        -9.169902e-01        -9.123783e-01         8.873108e-04
          17        -9.103928e-01        -9.122616e-01         8.427680e-04
          18        -9.121398e-01        -9.122548e-01         7.959747e-04
          19        -9.119106e-01        -9.122367e-01         7.542875e-04
          20        -9.113434e-01        -9.121920e-01         7.178941e-04
