    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -5.053261e-01        -5.053261e-01         0.000000e+00
           2        -5.083419e-01        -5.068340e-01         1.066246e-03
           3        -5.069702e-01        -5.068794e-01         7.117959e-04
           4        -5.058559e-01        -5.066235e-01         5.780125e-04
           5        -5.048149e-01        -5.062618e-01         5.643587e-04
           6        -5.046147e-01        -5.059873e-01         5.328963e-04
           7        -5.053511e-01        -5.058964e-01         4.644539e-04
           8        -5.046527e-01        -5.057409e-01         4.316310e-04
           9        -5.067697e-01        -5.058552e-01         3.985198e-04
          10        -5.055131e-01        -5.058210e-01         3.601337e-04
          11        -5.076269e-01        -5.059852e-01         3.628903e-04
          12        -5.054413e-01        -5.059399e-01         3.354678e-04
          13        -5.058664e-01        -5.059342e-01         3.097102e-04
          14        -5.077703e-01        -5.060654e-01         3.141305e-04
          15        -5.062312e-01        -5.060764e-01         2.933828e-04
          16        -5.048858e-01        -5.060020e-01         2.843264e-04
          17        -5.074706e-01        -5.060884e-01         2.804188e-04
          18        -5.054472e-01        -5.060528e-01         2.670932e-04
          19        -5.061062e-01        -5.060556e-01         2.530505e-04
          20        -5.050226e-01        -5.060039e-01         2.456119e-04
