    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         2.167825e+01         2.167825e+01         0.000000e+00
           2         2.212714e+01         2.190270e+01         1.587051e-01
           3         2.174048e+01         2.184862e+01         1.146456e-01
           4         2.219963e+01         2.193638e+01         1.147540e-01
           5         2.089324e+01         2.172775e+01         2.079625e-01
           6         2.242676e+01         2.184425e+01         2.033328e-01
           7         2.199854e+01         2.186629e+01         1.754759e-01
           8         2.144814e+01         2.181402e+01         1.611381e-01
           9         2.212114e+01         2.184815e+01         1.468025e-01
          10         2.205304e+01         2.186864e+01         1.335445e-01
          11         2.207881e+01         2.188774e+01         1.227633e-01
          12         2.189553e+01         2.188839e+01         1.125348e-01
          13         2.236697e+01         2.192521e+01         1.097346e-01
          14         2.156915e+01         2.189977e+01         1.048022e-01
          15         2.278523e+01         2.195880e+01         1.132259e-01
          16         2.135492e+01         2.192106e+01         1.122638e-01
          17         2.208539e+01         2.193073e+01         1.060754e-01
          18         2.294135e+01         2.198687e+01         1.140777e-01
          19         2.235417e+01         2.200620e+01         1.096993e-01
          20         2.259786e+01         2.203579e+01         1.081295e-01
