    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         1.593312e+01         1.593312e+01         0.000000e+00
           2         1.616016e+01         1.604664e+01         8.027207e-02
           3         1.638947e+01         1.616091e+01         1.075645e-01
           4         1.607665e+01         1.613985e+01         8.271070e-02
           5         1.605911e+01         1.612370e+01         6.772637e-02
           6         1.614981e+01         1.612805e+01         5.657826e-02
           7         1.570593e+01         1.606775e+01         7.395130e-02
           8         1.608070e+01         1.606937e+01         6.472510e-02
           9         1.614737e+01         1.607803e+01         5.811077e-02
          10         1.610856e+01         1.608109e+01         5.237982e-02
          11         1.620869e+01         1.609269e+01         4.888573e-02
          12         1.625312e+01         1.610606e+01         4.660418e-02
          13         1.597646e+01         1.609609e+01         4.407251e-02
          14         1.613422e+01         1.609881e+01         4.100855e-02
          15         1.595075e+01         1.608894e+01         3.944476e-02
          16         1.591538e+01         1.607809e+01         3.844205e-02
          17         1.606479e+01         1.607731e+01         3.618872e-02
          18         1.628592e+01         1.608890e+01         3.598612e-02
          19         1.642193e+01         1.610643e+01         3.812258e-02
          20         1.606840e+01         1.610453e+01         3.626385e-02
