    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         2.560811e+01         2.560811e+01         0.000000e+00
           2         2.521116e+01         2.540963e+01         1.403426e-01
           3         2.686288e+01         2.589405e+01         4.064384e-01
           4         2.698896e+01         2.616778e+01         3.861558e-01
           5         2.554954e+01         2.604413e+01         3.281240e-01
           6         2.590202e+01         2.602044e+01         2.742902e-01
           7         2.670863e+01         2.611876e+01         2.521099e-01
           8         2.616955e+01         2.612510e+01         2.206761e-01
           9         2.688360e+01         2.620938e+01         2.116385e-01
          10         2.677872e+01         2.626632e+01         1.979845e-01
          11         2.530345e+01         2.617878e+01         1.983948e-01
          12         2.635588e+01         2.619354e+01         1.824100e-01
          13         2.512457e+01         2.611131e+01         1.859911e-01
          14         2.688407e+01         2.616651e+01         1.807111e-01
          15         2.465983e+01         2.606606e+01         1.945870e-01
          16         2.692834e+01         2.611996e+01         1.897415e-01
          17         2.589173e+01         2.610653e+01         1.790546e-01
          18         2.801119e+01         2.621234e+01         1.979190e-01
          19         2.586541e+01         2.619409e+01         1.883426e-01
          20         2.507844e+01         2.613830e+01         1.870038e-01
