    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         1.579680e+01         1.579680e+01         0.000000e+00
           2         1.576670e+01         1.578175e+01         1.064008e-02
           3         1.621542e+01         1.592631e+01         1.182415e-01
           4         1.602722e+01         1.595153e+01         9.133266e-02
           5         1.574007e+01         1.590924e+01         8.227745e-02
           6         1.584206e+01         1.589804e+01         6.932211e-02
           7         1.566578e+01         1.586486e+01         6.689020e-02
           8         1.570854e+01         1.584532e+01         6.131684e-02
           9         1.596166e+01         1.585825e+01         5.584985e-02
          10         1.602212e+01         1.587464e+01         5.261400e-02
          11         1.581761e+01         1.586945e+01         4.808564e-02
          12         1.597119e+01         1.587793e+01         4.481973e-02
          13         1.599224e+01         1.588672e+01         4.222583e-02
          14         1.579492e+01         1.588017e+01         3.971565e-02
          15         1.550426e+01         1.585511e+01         4.427400e-02
          16         1.628673e+01         1.588208e+01         4.904136e-02
          17         1.586152e+01         1.588087e+01         4.617150e-02
          18         1.601097e+01         1.588810e+01         4.416854e-02
          19         1.541440e+01         1.586317e+01         4.837124e-02
          20         1.595913e+01         1.586797e+01         4.619004e-02
