    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         1.900446e+01         1.900446e+01         0.000000e+00
           2         1.845966e+01         1.873206e+01         1.926146e-01
           3         1.871036e+01         1.872483e+01         1.285455e-01
           4         1.877604e+01         1.873763e+01         9.704470e-02
           5         1.853325e+01         1.869675e+01         8.581378e-02
           6         1.851101e+01         1.866580e+01         7.689317e-02
           7         1.792434e+01         1.855987e+01         1.181558e-01
           8         1.861221e+01         1.856642e+01         1.035673e-01
           9         1.873040e+01         1.858464e+01         9.364882e-02
          10         1.868506e+01         1.859468e+01         8.482068e-02
          11         1.848673e+01         1.858486e+01         7.767534e-02
          12         1.857187e+01         1.858378e+01         7.120995e-02
          13         1.838332e+01         1.856836e+01         6.738111e-02
          14         1.877329e+01         1.858300e+01         6.413847e-02
          15         1.854168e+01         1.858024e+01         5.992170e-02
          16         1.896390e+01         1.860422e+01         6.078520e-02
          17         1.856756e+01         1.860207e+01         5.724785e-02
          18         1.906662e+01         1.862787e+01         5.960157e-02
          19         1.826275e+01         1.860866e+01         5.948200e-02
          20         1.834694e+01         1.859557e+01         5.792947e-02
