    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         2.109258e+01         2.109258e+01         0.000000e+00
           2         2.055145e+01         2.082202e+01         1.913181e-01
           3         1.916655e+01         2.027020e+01         4.682656e-01
           4         2.159082e+01         2.060035e+01         4.528717e-01
           5         1.947432e+01         2.037515e+01         4.145280e-01
           6         2.040304e+01         2.037980e+01         3.454661e-01
           7         2.076200e+01         2.043440e+01         3.003975e-01
           8         2.106135e+01         2.051277e+01         2.728791e-01
           9         2.178442e+01         2.065406e+01         2.767330e-01
          10         2.063487e+01         2.065214e+01         2.490663e-01
          11         2.143295e+01         2.072312e+01         2.363224e-01
          12         2.161020e+01         2.079705e+01         2.278977e-01
          13         1.981357e+01         2.072140e+01         2.225697e-01
          14         1.982436e+01         2.065732e+01         2.156976e-01
          15         1.998042e+01         2.061220e+01         2.059843e-01
          16         2.045046e+01         2.060209e+01         1.933581e-01
          17         2.251621e+01         2.071468e+01         2.122503e-01
          18         2.327955e+01         2.085718e+01         2.436387e-01
          19         2.056957e+01         2.084204e+01         2.312854e-01
          20         2.030485e+01         2.081518e+01         2.212752e-01
