    # BLOCK:          ACTUAL_M:          M_AVE:              ERROR:
           1        -3.985000e-01        -3.985000e-01         0.000000e+00
           2        -1.217000e-01        -2.601000e-01         9.786358e-02
           3         9.658000e-01         1.485333e-01         3.399667e-01
           4         2.614000e-01         1.767500e-01         2.561433e-01
           5        -2.924000e-01         8.292000e-02         2.214346e-01
           6        -3.430000e-01         1.193333e-02         1.955764e-01
           7         3.723000e-01         6.341429e-02         1.742809e-01
           8         4.614000e-01         1.131625e-01         1.594380e-01
           9         7.929000e-01         1.886889e-01         1.586056e-01
          10        -3.962000e-01         1.302000e-01         1.531503e-01
          11         5.540000e-01         1.687273e-01         1.439921e-01
          12        -3.550000e-01         1.250833e-01         1.384491e-01
          13        -1.057100e+00         3.414615e-02         1.548098e-01
          14        -6.562000e-01        -1.516429e-02         1.514016e-01
          15         1.114000e-01        -6.726667e-03         1.415431e-01
          16         8.630000e-02        -9.125000e-04         1.328160e-01
          17        -1.195900e+00        -7.120588e-02         1.423950e-01
          18         9.326000e-01        -1.543889e-02         1.449937e-01
          19         8.265000e-01         2.887368e-02         1.439747e-01
          20        -3.991000e-01         7.475000e-03         1.383570e-01
