    # BLOCK:          ACTUAL_M:          M_AVE:              ERROR:
           1        -3.446000e-01        -3.446000e-01         0.000000e+00
           2        -6.260000e-02        -2.036000e-01         9.970206e-02
           3         2.773000e-01        -4.330000e-02         1.467948e-01
           4         4.926000e-01         9.067500e-02         1.599473e-01
           5         1.493000e-01         1.024000e-01         1.283869e-01
           6        -2.486000e-01         4.390000e-02         1.195765e-01
           7        -5.390000e-02         2.992857e-02         1.033071e-01
           8         3.291000e-01         6.732500e-02         9.692629e-02
           9         1.495000e-01         7.645556e-02         8.658569e-02
          10        -1.331000e-01         5.550000e-02         8.042299e-02
          11         4.662000e-01         9.283636e-02         8.131798e-02
          12         9.430000e-02         9.295833e-02         7.454157e-02
          13        -9.330000e-02         7.863077e-02         7.017104e-02
          14        -5.760000e-02         6.890000e-02         6.583006e-02
          15        -2.276000e-01         4.913333e-02         6.434063e-02
          16        -2.367000e-01         3.126875e-02         6.275046e-02
          17        -5.985000e-01        -5.776471e-03         6.913478e-02
          18         6.940000e-02        -1.600000e-03         6.541999e-02
          19         3.685000e-01         1.787895e-02         6.481194e-02
          20        -2.000000e-02         1.598500e-02         6.159901e-02
