    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         1.093224e+02         1.093224e+02         0.000000e+00
           2         1.132711e+02         1.112968e+02         1.396094e+00
           3         1.097509e+02         1.107815e+02         1.021408e+00
           4         1.100156e+02         1.105900e+02         7.837945e-01
           5         1.098200e+02         1.104360e+02         6.419863e-01
           6         1.095683e+02         1.102914e+02         5.510383e-01
           7         1.128606e+02         1.106584e+02         5.818548e-01
           8         1.114834e+02         1.107615e+02         5.181802e-01
           9         1.125427e+02         1.109594e+02         4.969649e-01
          10         1.092857e+02         1.107921e+02         4.746159e-01
          11         1.112701e+02         1.108355e+02         4.334542e-01
          12         1.112308e+02         1.108685e+02         3.985823e-01
          13         1.120439e+02         1.109589e+02         3.780381e-01
          14         1.129264e+02         1.110994e+02         3.762516e-01
          15         1.097749e+02         1.110111e+02         3.613816e-01
          16         1.105496e+02         1.109823e+02         3.399443e-01
          17         1.096407e+02         1.109034e+02         3.289794e-01
          18         1.180059e+02         1.112979e+02         4.935413e-01
          19         1.150559e+02         1.114957e+02         5.056459e-01
          20         1.129259e+02         1.115672e+02         4.853935e-01
