    # BLOCK:          ACTUAL_X:          X_AVE:              ERROR:
           1         6.013944e+02         6.013944e+02         0.000000e+00
           2         6.061502e+02         6.037723e+02         1.681421e+00
           3         5.739351e+02         5.938266e+02         8.197664e+00
           4         6.094802e+02         5.977400e+02         7.020472e+00
           5         6.126638e+02         6.007248e+02         6.218578e+00
           6         6.197638e+02         6.038979e+02         5.936792e+00
           7         6.164729e+02         6.056943e+02         5.353575e+00
           8         5.895282e+02         6.036736e+02         5.051382e+00
           9         5.982449e+02         6.030704e+02         4.525988e+00
          10         5.817938e+02         6.009427e+02         4.546069e+00
          11         5.996302e+02         6.008234e+02         4.134356e+00
          12         5.617058e+02         5.975636e+02         4.909539e+00
          13         5.879962e+02         5.968277e+02         4.586711e+00
          14         5.796638e+02         5.956017e+02         4.419902e+00
          15         6.361058e+02         5.983019e+02         4.880881e+00
          16         5.852120e+02         5.974838e+02         4.643886e+00
          17         5.536858e+02         5.949075e+02         5.034910e+00
          18         5.805020e+02         5.941072e+02         4.818377e+00
          19         5.988918e+02         5.943590e+02         4.571354e+00
          20         5.846742e+02         5.938747e+02         4.368359e+00
