    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         2.099433e+01         2.099433e+01         0.000000e+00
           2         1.988290e+01         2.043861e+01         3.929507e-01
           3         2.067184e+01         2.051636e+01         2.695476e-01
           4         2.062154e+01         2.054265e+01         2.034393e-01
           5         2.018813e+01         2.047175e+01         1.746709e-01
           6         1.950115e+01         2.030998e+01         2.073509e-01
           7         2.034487e+01         2.031496e+01         1.777892e-01
           8         2.073897e+01         2.036797e+01         1.632746e-01
           9         2.098028e+01         2.043600e+01         1.586759e-01
          10         2.018877e+01         2.041128e+01         1.447215e-01
          11         2.025462e+01         2.039704e+01         1.322638e-01
          12         2.031916e+01         2.039055e+01         1.214010e-01
          13         2.088067e+01         2.042825e+01         1.177713e-01
          14         2.051514e+01         2.043445e+01         1.095225e-01
          15         1.988620e+01         2.039790e+01         1.081480e-01
          16         2.007887e+01         2.037796e+01         1.032105e-01
          17         2.059834e+01         2.039093e+01         9.794995e-02
          18         2.037736e+01         2.039017e+01         9.251118e-02
          19         1.992236e+01         2.036555e+01         9.085969e-02
          20         2.018866e+01         2.035671e+01         8.674613e-02
