    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         2.623327e+01         2.623327e+01         0.000000e+00
           2         2.499234e+01         2.561281e+01         4.387370e-01
           3         2.563408e+01         2.561990e+01         2.925486e-01
           4         2.645220e+01         2.582797e+01         2.839236e-01
           5         2.581588e+01         2.582555e+01         2.271492e-01
           6         2.784585e+01         2.616227e+01         3.609877e-01
           7         2.626667e+01         2.617718e+01         3.097260e-01
           8         2.593263e+01         2.614662e+01         2.725146e-01
           9         2.453285e+01         2.596731e+01         2.953924e-01
          10         2.621124e+01         2.599170e+01         2.668585e-01
          11         2.541859e+01         2.593960e+01         2.476324e-01
          12         2.602995e+01         2.594713e+01         2.271108e-01
          13         2.343854e+01         2.575416e+01         2.798603e-01
          14         2.438050e+01         2.565604e+01         2.765360e-01
          15         2.700164e+01         2.574575e+01         2.722619e-01
          16         2.675628e+01         2.580891e+01         2.624689e-01
          17         2.592022e+01         2.581545e+01         2.471113e-01
          18         2.611516e+01         2.583210e+01         2.339431e-01
          19         2.459345e+01         2.576691e+01         2.305349e-01
          20         2.609767e+01         2.578345e+01         2.196005e-01
