    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         1.788946e+01         1.788946e+01         0.000000e+00
           2         1.692514e+01         1.740730e+01         3.409405e-01
           3         1.779808e+01         1.753756e+01         2.509462e-01
           4         1.740981e+01         1.750562e+01         1.902311e-01
           5         1.738208e+01         1.748091e+01         1.537810e-01
           6         1.765705e+01         1.751027e+01         1.309230e-01
           7         1.694855e+01         1.743003e+01         1.345833e-01
           8         1.759349e+01         1.745046e+01         1.193014e-01
           9         1.778711e+01         1.748786e+01         1.117561e-01
          10         1.755930e+01         1.749501e+01         1.008086e-01
          11         1.729660e+01         1.747697e+01         9.324390e-02
          12         1.756980e+01         1.748471e+01         8.579386e-02
          13         1.730818e+01         1.747113e+01         8.026175e-02
          14         1.770391e+01         1.748775e+01         7.623167e-02
          15         1.711813e+01         1.746311e+01         7.502656e-02
          16         1.786777e+01         1.748840e+01         7.447817e-02
          17         1.736953e+01         1.748141e+01         7.042458e-02
          18         1.783334e+01         1.750096e+01         6.917291e-02
          19         1.702443e+01         1.747588e+01         6.993137e-02
          20         1.760118e+01         1.748215e+01         6.671484e-02
