    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -4.617520e-01        -4.617520e-01         0.000000e+00
           2        -4.638640e-01        -4.628080e-01         7.467048e-04
           3        -4.641120e-01        -4.632427e-01         6.113630e-04
           4        -4.626840e-01        -4.631030e-01         4.742075e-04
           5        -4.605280e-01        -4.625880e-01         5.967399e-04
           6        -4.630200e-01        -4.626600e-01         5.016081e-04
           7        -4.624280e-01        -4.626269e-01         4.310433e-04
           8        -4.620560e-01        -4.625555e-01         3.830238e-04
           9        -4.632360e-01        -4.626311e-01         3.478486e-04
          10        -4.614360e-01        -4.625116e-01         3.329617e-04
          11        -4.625680e-01        -4.625167e-01         3.027319e-04
          12        -4.627840e-01        -4.625390e-01         2.783224e-04
          13        -4.640240e-01        -4.626532e-01         2.793729e-04
          14        -4.618120e-01        -4.625931e-01         2.658010e-04
          15        -4.619000e-01        -4.625469e-01         2.520657e-04
          16        -4.621640e-01        -4.625230e-01         2.374451e-04
          17        -4.640680e-01        -4.626139e-01         2.402417e-04
          18        -4.608320e-01        -4.625149e-01         2.464479e-04
          19        -4.620600e-01        -4.624909e-01         2.346370e-04
          20        -4.612480e-01        -4.624288e-01         2.309889e-04
