    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -5.027280e-01        -5.027280e-01         0.000000e+00
           2        -5.060600e-01        -5.043940e-01         1.178040e-03
           3        -5.045560e-01        -5.044480e-01         7.865966e-04
           4        -5.049880e-01        -5.045830e-01         6.014206e-04
           5        -5.038440e-01        -5.044352e-01         4.989671e-04
           6        -5.044400e-01        -5.044360e-01         4.158066e-04
           7        -5.057800e-01        -5.046280e-01         3.982746e-04
           8        -5.037360e-01        -5.045165e-01         3.637633e-04
           9        -5.046600e-01        -5.045324e-01         3.236944e-04
          10        -5.038880e-01        -5.044680e-01         2.976710e-04
          11        -5.064080e-01        -5.046444e-01         3.186004e-04
          12        -5.038800e-01        -5.045807e-01         2.983498e-04
          13        -5.049920e-01        -5.046123e-01         2.770726e-04
          14        -5.067120e-01        -5.047623e-01         2.950942e-04
          15        -5.038680e-01        -5.047027e-01         2.813794e-04
          16        -5.048960e-01        -5.047148e-01         2.640525e-04
          17        -5.052160e-01        -5.047442e-01         2.501608e-04
          18        -5.032920e-01        -5.046636e-01         2.489333e-04
          19        -5.046920e-01        -5.046651e-01         2.358361e-04
          20        -5.025800e-01        -5.045608e-01         2.460102e-04
