    # BLOCK:          ACTUAL_TE:              TE_AVE:              ERROR:
           1        -8.522040e-01        -8.522040e-01         0.000000e+00
           2        -8.498280e-01        -8.510160e-01         8.400429e-04
           3        -8.476240e-01        -8.498853e-01         1.079770e-03
           4        -8.464160e-01        -8.490180e-01         1.104546e-03
           5        -8.488280e-01        -8.489800e-01         8.842899e-04
           6        -8.503880e-01        -8.492147e-01         7.674139e-04
           7        -8.474480e-01        -8.489623e-01         6.980513e-04
           8        -8.490640e-01        -8.489750e-01         6.109107e-04
           9        -8.458440e-01        -8.486271e-01         6.343995e-04
          10        -8.478880e-01        -8.485532e-01         5.752490e-04
          11        -8.504760e-01        -8.487280e-01         5.488696e-04
          12        -8.479360e-01        -8.486620e-01         5.070831e-04
          13        -8.516040e-01        -8.488883e-01         5.161117e-04
          14        -8.490720e-01        -8.489014e-01         4.794134e-04
          15        -8.494400e-01        -8.489373e-01         4.487950e-04
          16        -8.463040e-01        -8.487728e-01         4.499125e-04
          17        -8.455120e-01        -8.485809e-01         4.625299e-04
          18        -8.448360e-01        -8.483729e-01         4.813572e-04
          19        -8.464280e-01        -8.482705e-01         4.667796e-04
          20        -8.496080e-01        -8.483374e-01         4.482054e-04
