    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         1.797360e+01         1.797360e+01         0.000000e+00
           2         1.828132e+01         1.812746e+01         1.087945e-01
           3         1.823072e+01         1.816188e+01         7.778397e-02
           4         1.866602e+01         1.828792e+01         1.237620e-01
           5         1.833905e+01         1.829815e+01         9.943127e-02
           6         1.877420e+01         1.837749e+01         1.100528e-01
           7         1.826780e+01         1.836182e+01         9.543996e-02
           8         1.880798e+01         1.841759e+01         9.846513e-02
           9         1.782928e+01         1.835222e+01         1.070453e-01
          10         1.879848e+01         1.839685e+01         1.052326e-01
          11         1.871545e+01         1.842581e+01         9.957215e-02
          12         1.819476e+01         1.840656e+01         9.311744e-02
          13         1.835353e+01         1.840248e+01         8.604386e-02
          14         1.871706e+01         1.842495e+01         8.277993e-02
          15         1.856434e+01         1.843424e+01         7.778116e-02
          16         1.861182e+01         1.844534e+01         7.370747e-02
          17         1.861127e+01         1.845510e+01         7.001499e-02
          18         1.891967e+01         1.848091e+01         7.072244e-02
          19         1.866598e+01         1.849065e+01         6.766769e-02
          20         1.861394e+01         1.849681e+01         6.456447e-02
