    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         1.695454e+01         1.695454e+01         0.000000e+00
           2         1.731914e+01         1.713684e+01         1.289030e-01
           3         1.718255e+01         1.715208e+01         8.683119e-02
           4         1.735496e+01         1.720280e+01         7.855248e-02
           5         1.743655e+01         1.724955e+01         7.548206e-02
           6         1.712548e+01         1.722887e+01         6.567285e-02
           7         1.718825e+01         1.722307e+01         5.654683e-02
           8         1.738532e+01         1.724335e+01         5.299077e-02
           9         1.693719e+01         1.720933e+01         5.698493e-02
          10         1.728529e+01         1.721693e+01         5.179025e-02
          11         1.696774e+01         1.719427e+01         5.179988e-02
          12         1.687756e+01         1.716788e+01         5.378849e-02
          13         1.698760e+01         1.715401e+01         5.140752e-02
          14         1.723221e+01         1.715960e+01         4.803801e-02
          15         1.750834e+01         1.718285e+01         5.014702e-02
          16         1.723204e+01         1.718592e+01         4.710699e-02
          17         1.736120e+01         1.719623e+01         4.545027e-02
          18         1.754590e+01         1.721566e+01         4.689334e-02
          19         1.764806e+01         1.723842e+01         4.964133e-02
          20         1.746794e+01         1.724989e+01         4.846770e-02
