    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         1.245277e+01         1.245277e+01         0.000000e+00
           2         1.215169e+01         1.230223e+01         1.064448e-01
           3         1.261550e+01         1.240666e+01         1.109300e-01
           4         1.225570e+01         1.236892e+01         8.938713e-02
           5         1.243292e+01         1.238172e+01         7.242052e-02
           6         1.237948e+01         1.238134e+01         6.035139e-02
           7         1.277660e+01         1.243781e+01         7.354506e-02
           8         1.253895e+01         1.245045e+01         6.542962e-02
           9         1.263870e+01         1.247137e+01         6.141201e-02
          10         1.239584e+01         1.246382e+01         5.573331e-02
          11         1.244422e+01         1.246204e+01         5.069510e-02
          12         1.224453e+01         1.244391e+01         4.960518e-02
          13         1.226468e+01         1.243012e+01         4.766692e-02
          14         1.249723e+01         1.243492e+01         4.450252e-02
          15         1.247558e+01         1.243763e+01         4.161816e-02
          16         1.252256e+01         1.244293e+01         3.935411e-02
          17         1.234055e+01         1.243691e+01         3.749722e-02
          18         1.243968e+01         1.243707e+01         3.541436e-02
          19         1.261783e+01         1.244658e+01         3.480488e-02
          20         1.229630e+01         1.243907e+01         3.386602e-02
