    # BLOCK:          ACTUAL_CV:          CV_AVE:              ERROR:
           1         2.018650e+01         2.018650e+01         0.000000e+00
           2         1.970086e+01         1.994368e+01         1.716985e-01
           3         1.970385e+01         1.986374e+01         1.317686e-01
           4         1.995186e+01         1.988577e+01         1.006513e-01
           5         1.949041e+01         1.980670e+01         1.071709e-01
           6         1.985023e+01         1.981395e+01         8.955427e-02
           7         1.998071e+01         1.983778e+01         7.986650e-02
           8         1.990537e+01         1.984623e+01         7.032868e-02
           9         1.972287e+01         1.983252e+01         6.383593e-02
          10         1.970547e+01         1.981981e+01         5.870296e-02
          11         2.016700e+01         1.985138e+01         6.126638e-02
          12         2.001726e+01         1.986520e+01         5.769933e-02
          13         2.042770e+01         1.990847e+01         6.756409e-02
          14         2.015535e+01         1.992610e+01         6.499864e-02
          15         2.028756e+01         1.995020e+01         6.497883e-02
          16         1.940204e+01         1.991594e+01         6.936383e-02
          17         1.977598e+01         1.990771e+01         6.577039e-02
          18         2.012886e+01         1.991999e+01         6.325367e-02
          19         2.007991e+01         1.992841e+01         6.048188e-02
          20         1.970482e+01         1.991723e+01         5.848191e-02
